seq_id,sequence1,sequence2,model,distance,alignment_id,alignment_ref,divergence_level,from_ref
cds_AGM53850_A/California/07/2009_2009/04/09_HA_HA_1_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AGM53850_A/California/07/2009_2009/04/09_HA_HA_1,pb,0.124003,hybrid_high_0,hybrid,high,no
cds_AAL87868_A/Swine/Minnesota/55551/2000_2000//_HA_HA_1_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AAL87868_A/Swine/Minnesota/55551/2000_2000//_HA_HA_1,pb,0.737174,hybrid_high_0,hybrid,high,no
cds_ABV25634_A/swine/Iowa/15/1930_1930//_HA_HA_1_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ABV25634_A/swine/Iowa/15/1930_1930//_HA_HA_1,pb,1.704721,hybrid_high_0,hybrid,high,no
cds_AAD17229_A/South_Carolina/1/1918_1918//_HA_HA_1_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AAD17229_A/South_Carolina/1/1918_1918//_HA_HA_1,pb,1.9070060000000002,hybrid_high_0,hybrid,high,no
cds_ABF21278_A/Wilson-Smith/1933_1933//_HA_HA_1_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ABF21278_A/Wilson-Smith/1933_1933//_HA_HA_1,pb,2.4961819999999997,hybrid_high_0,hybrid,high,no
cds_ABU50586_A/Solomon_Islands/3/2006_2006/08/21_HA_HA_1_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ABU50586_A/Solomon_Islands/3/2006_2006/08/21_HA_HA_1,pb,3.1961259999999996,hybrid_high_0,hybrid,high,no
cds_ABD59847_A/Taiwan/0130/1996_1996//_HA_HA_1_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ABD59847_A/Taiwan/0130/1996_1996//_HA_HA_1,pb,3.0296679999999996,hybrid_high_0,hybrid,high,no
cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1_cds_BAA02768_A/Suita/1/1989_1989//_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_BAA02768_A/Suita/1/1989_1989//_HA_HA_1,pb,2.908426,hybrid_high_0,hybrid,high,no
cds_ABJ16576_A/mallard/Ohio/64/1989_1989/10/19_HA_HA_6_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ABJ16576_A/mallard/Ohio/64/1989_1989/10/19_HA_HA_6,pb,15.643397,hybrid_high_0,hybrid,high,no
cds_ADG44742_A/duck/Shantou/5480/2005_2005//_HA_HA_6_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ADG44742_A/duck/Shantou/5480/2005_2005//_HA_HA_6,pb,16.394700999999998,hybrid_high_0,hybrid,high,no
cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1_cds_BAJ18029_A/guinea_fowl/Hong_Kong/NT897/2001_2001//_HA_HA_6,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_BAJ18029_A/guinea_fowl/Hong_Kong/NT897/2001_2001//_HA_HA_6,pb,16.550404999999998,hybrid_high_0,hybrid,high,no
cds_AIK26344_A/chicken/Texas/9686-3/2014_2014/03/19_HA_HA_6_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AIK26344_A/chicken/Texas/9686-3/2014_2014/03/19_HA_HA_6,pb,16.439436,hybrid_high_0,hybrid,high,no
cds_ABD35523_A/chicken/Taiwan/G2/87_1987//_HA_HA_6_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ABD35523_A/chicken/Taiwan/G2/87_1987//_HA_HA_6,pb,16.253006,hybrid_high_0,hybrid,high,no
cds_ABB87314_A/red_knot/Delaware/2552/1987_1987/07/07_HA_HA_9_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ABB87314_A/red_knot/Delaware/2552/1987_1987/07/07_HA_HA_9,pb,21.752247,hybrid_high_0,hybrid,high,no
cds_AOO54710_A/chicken/Sichuan/LFY/2016_2016/02/25_HA_HA_9_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AOO54710_A/chicken/Sichuan/LFY/2016_2016/02/25_HA_HA_9,pb,23.084792,hybrid_high_0,hybrid,high,no
cds_AGK23569_A/chicken/Shandong/zc11/2009_2009/11/01_HA_HA_9_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AGK23569_A/chicken/Shandong/zc11/2009_2009/11/01_HA_HA_9,pb,22.796305,hybrid_high_0,hybrid,high,no
cds_ADC30104_A/chicken/Guangdong/HE21/2008_2008/08/01_HA_HA_9_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ADC30104_A/chicken/Guangdong/HE21/2008_2008/08/01_HA_HA_9,pb,22.722088,hybrid_high_0,hybrid,high,no
cds_AGO17823_A/chicken/Hong_Kong/G9/1997_1997//_HA_HA_9_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AGO17823_A/chicken/Hong_Kong/G9/1997_1997//_HA_HA_9,pb,22.534667,hybrid_high_0,hybrid,high,no
cds_ACZ36909_A/duck/LA/B174/1986_1986//_HA_HA_8_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ACZ36909_A/duck/LA/B174/1986_1986//_HA_HA_8,pb,23.669497999999997,hybrid_high_0,hybrid,high,no
cds_ACZ48491_A/turkey/Colorado/235497/2003_2003//_HA_HA_8_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ACZ48491_A/turkey/Colorado/235497/2003_2003//_HA_HA_8,pb,23.865672999999997,hybrid_high_0,hybrid,high,no
cds_ABB87740_A/mallard/Alberta/194/1992_1992/12/01_HA_HA_8_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ABB87740_A/mallard/Alberta/194/1992_1992/12/01_HA_HA_8,pb,23.609916,hybrid_high_0,hybrid,high,no
cds_AHZ38971_A/mallard/Sweden/541/2002_2002/11/07_HA_HA_8_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AHZ38971_A/mallard/Sweden/541/2002_2002/11/07_HA_HA_8,pb,23.981897999999997,hybrid_high_0,hybrid,high,no
cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,pb,24.001307999999998,hybrid_high_0,hybrid,high,no
cds_AFX85524_A/laughing_gull/Delaware_Bay/296/1998_1998/05/19_HA_HA_16_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AFX85524_A/laughing_gull/Delaware_Bay/296/1998_1998/05/19_HA_HA_16,pb,23.780749999999998,hybrid_high_0,hybrid,high,no
cds_ACA48475_A/black-headed_gull/Turkmenistan/13/76_1976//_HA_HA_16_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ACA48475_A/black-headed_gull/Turkmenistan/13/76_1976//_HA_HA_16,pb,23.979771999999997,hybrid_high_0,hybrid,high,no
cds_AGW43300_A/glaucous_gull-herring_gull_hybrid/Iceland/1108/2011_2011/10/16_HA_HA_16_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AGW43300_A/glaucous_gull-herring_gull_hybrid/Iceland/1108/2011_2011/10/16_HA_HA_16,pb,24.350177,hybrid_high_0,hybrid,high,no
cds_APC33175_A/black-headed_gull/Netherlands/8/2007_2007/07/05_HA_HA_16_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_APC33175_A/black-headed_gull/Netherlands/8/2007_2007/07/05_HA_HA_16,pb,23.86872,hybrid_high_0,hybrid,high,no
cds_APC32974_A/black-headed_gull/Netherlands/63/2008_2008/07/14_HA_HA_16_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_APC32974_A/black-headed_gull/Netherlands/63/2008_2008/07/14_HA_HA_16,pb,23.759951,hybrid_high_0,hybrid,high,no
cds_ABI84566_A/gull/Maryland/704/1977_1977/09/22_HA_HA_13_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ABI84566_A/gull/Maryland/704/1977_1977/09/22_HA_HA_13,pb,24.408326999999996,hybrid_high_0,hybrid,high,no
cds_AGW82814_A/turkey/MN/1012/1991_1991//_HA_HA_13_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AGW82814_A/turkey/MN/1012/1991_1991//_HA_HA_13,pb,23.526352,hybrid_high_0,hybrid,high,no
cds_AAA43213_A/black-headed_gull/Astrakhan/227/84_1984//_HA_HA_13_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AAA43213_A/black-headed_gull/Astrakhan/227/84_1984//_HA_HA_13,pb,23.245897,hybrid_high_0,hybrid,high,no
cds_APC31919_A/black-headed_gull/Netherlands/106/2012_2012/07/19_HA_HA_13_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_APC31919_A/black-headed_gull/Netherlands/106/2012_2012/07/19_HA_HA_13,pb,23.774068999999997,hybrid_high_0,hybrid,high,no
cds_ACE78983_A/gull/Astrakhan/1846/1998_1998//_HA_HA_13_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ACE78983_A/gull/Astrakhan/1846/1998_1998//_HA_HA_13,pb,23.434503,hybrid_high_0,hybrid,high,no
cds_AFX84262_A/herring_gull/Delaware_Bay/2610/1987_1987/05/20_HA_HA_11_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AFX84262_A/herring_gull/Delaware_Bay/2610/1987_1987/05/20_HA_HA_11,pb,19.862976999999997,hybrid_high_0,hybrid,high,no
cds_AND81178_A/bean_goose/Hubei/SZY200/2016_2016/02/26_HA_HA_11_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AND81178_A/bean_goose/Hubei/SZY200/2016_2016/02/26_HA_HA_11,pb,20.094367,hybrid_high_0,hybrid,high,no
cds_ABB88055_A/mallard_duck/ALB/797/1983_1983/08/23_HA_HA_11_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ABB88055_A/mallard_duck/ALB/797/1983_1983/08/23_HA_HA_11,pb,20.118485999999997,hybrid_high_0,hybrid,high,no
cds_AHN01572_A/mallard/Wisconsin/1069/1982_1982//_HA_HA_11_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AHN01572_A/mallard/Wisconsin/1069/1982_1982//_HA_HA_11,pb,20.117105,hybrid_high_0,hybrid,high,no
cds_AHN04001_A/duck/Minnesota/47/1975_1975//_HA_HA_11_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AHN04001_A/duck/Minnesota/47/1975_1975//_HA_HA_11,pb,20.300553,hybrid_high_0,hybrid,high,no
cds_ABB88022_A/pintail/Alberta/202/2000_2000/08/18_HA_HA_10_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ABB88022_A/pintail/Alberta/202/2000_2000/08/18_HA_HA_10,pb,41.14476200000001,hybrid_high_0,hybrid,high,no
cds_ABB87217_A/mallard/Alberta/209/2003_2003/08/07_HA_HA_10_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ABB87217_A/mallard/Alberta/209/2003_2003/08/07_HA_HA_10,pb,41.143401000000004,hybrid_high_0,hybrid,high,no
cds_AAA79775_A/chicken/Germany/N/1949_1949//_HA_HA_10_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AAA79775_A/chicken/Germany/N/1949_1949//_HA_HA_10,pb,41.44905800000001,hybrid_high_0,hybrid,high,no
cds_AJD14187_A/migratory_duck/Jiangxi/10974/2005_2005/11/12_HA_HA_10_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AJD14187_A/migratory_duck/Jiangxi/10974/2005_2005/11/12_HA_HA_10,pb,41.468324,hybrid_high_0,hybrid,high,no
cds_AER09416_A/mallard/Korea/1203/2010_2010/12/_HA_HA_10_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AER09416_A/mallard/Korea/1203/2010_2010/12/_HA_HA_10,pb,41.616719,hybrid_high_0,hybrid,high,no
cds_ARB51629_A/guinea_fowl/Alabama/17-008272-2/2017_2017/03/12_HA_HA_7_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARB51629_A/guinea_fowl/Alabama/17-008272-2/2017_2017/03/12_HA_HA_7,pb,45.147029,hybrid_high_0,hybrid,high,no
cds_AAD26932_A/chicken/New_York/8030-2/1996_1996//_HA_HA_7_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AAD26932_A/chicken/New_York/8030-2/1996_1996//_HA_HA_7,pb,44.927110000000006,hybrid_high_0,hybrid,high,no
cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1_cds_BAF02931_A/turkey/Oregon/1971_1971//_HA_HA_7,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_BAF02931_A/turkey/Oregon/1971_1971//_HA_HA_7,pb,44.898672000000005,hybrid_high_0,hybrid,high,no
cds_AAG10667_A/parrot/England/1174/94_1994//_HA_HA_7_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AAG10667_A/parrot/England/1174/94_1994//_HA_HA_7,pb,43.23660700000001,hybrid_high_0,hybrid,high,no
cds_AGT40935_A/hawk/Italy/2985/2000_2000/04/26_HA_HA_7_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AGT40935_A/hawk/Italy/2985/2000_2000/04/26_HA_HA_7,pb,43.230391000000004,hybrid_high_0,hybrid,high,no
cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1_cds_BAF43460_A/mallard/Astrakhan/263/1982_1982//_HA_HA_14,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_BAF43460_A/mallard/Astrakhan/263/1982_1982//_HA_HA_14,pb,45.963534,hybrid_high_0,hybrid,high,no
cds_ANA11343_A/blue-winged_teal/Texas/UGAI15-6890/2015_2015/09/20_HA_HA_14_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ANA11343_A/blue-winged_teal/Texas/UGAI15-6890/2015_2015/09/20_HA_HA_14,pb,46.464856000000005,hybrid_high_0,hybrid,high,no
cds_AHJ57322_A/blue-winged_teal/Guatemala/CIP049H106-62/2011_2011/12/15_HA_HA_14_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AHJ57322_A/blue-winged_teal/Guatemala/CIP049H106-62/2011_2011/12/15_HA_HA_14,pb,46.395959000000005,hybrid_high_0,hybrid,high,no
cds_AQY18465_A/blue-winged_teal/Guatemala/CIP049H109-49/2012_2012/11/16_HA_HA_14_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AQY18465_A/blue-winged_teal/Guatemala/CIP049H109-49/2012_2012/11/16_HA_HA_14,pb,46.451357,hybrid_high_0,hybrid,high,no
cds_AQY18287_A/blue-winged_teal/Guatemala/CIP049H113-08/2013_2013/01/10_HA_HA_14_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AQY18287_A/blue-winged_teal/Guatemala/CIP049H113-08/2013_2013/01/10_HA_HA_14,pb,46.436494,hybrid_high_0,hybrid,high,no
cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1_cds_BAF46754_A/duck/Hong_Kong/951/1980_1980//_HA_HA_4,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_BAF46754_A/duck/Hong_Kong/951/1980_1980//_HA_HA_4,pb,45.594053,hybrid_high_0,hybrid,high,no
cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1_cds_BAF43432_A/duck/Hokkaido/1058/2001_2001//_HA_HA_4,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_BAF43432_A/duck/Hokkaido/1058/2001_2001//_HA_HA_4,pb,45.54436200000001,hybrid_high_0,hybrid,high,no
cds_ALE20251_A/duck/Zhejiang/925088/2014_2014/09/25_HA_HA_4_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ALE20251_A/duck/Zhejiang/925088/2014_2014/09/25_HA_HA_4,pb,45.730101000000005,hybrid_high_0,hybrid,high,no
cds_AHL81553_A/northern_shoveler/Wisconsin/11OS4110/2011_2011/10/16_HA_HA_4_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AHL81553_A/northern_shoveler/Wisconsin/11OS4110/2011_2011/10/16_HA_HA_4,pb,44.782047000000006,hybrid_high_0,hybrid,high,no
cds_AMX73815_A/blue-winged_teal/Texas/AI13-4094/2013_2013/09/18_HA_HA_4_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AMX73815_A/blue-winged_teal/Texas/AI13-4094/2013_2013/09/18_HA_HA_4,pb,44.787967,hybrid_high_0,hybrid,high,no
cds_ACD85176_A/equine/Kentucky/3/1986_1986//_HA_HA_3_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ACD85176_A/equine/Kentucky/3/1986_1986//_HA_HA_3,pb,45.328213000000005,hybrid_high_0,hybrid,high,no
cds_AOS87374_A/equine/Argentina/E1134-7/2001_2001/07/31_HA_HA_3_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AOS87374_A/equine/Argentina/E1134-7/2001_2001/07/31_HA_HA_3,pb,45.517165000000006,hybrid_high_0,hybrid,high,no
cds_AKI84352_A/equine/Tennessee/28A/2014_2014/10/21_HA_HA_3_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AKI84352_A/equine/Tennessee/28A/2014_2014/10/21_HA_HA_3,pb,45.67314700000001,hybrid_high_0,hybrid,high,no
cds_AAA43164_A/equine/Miami/1963_1963//_HA_HA_3_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AAA43164_A/equine/Miami/1963_1963//_HA_HA_3,pb,45.24853900000001,hybrid_high_0,hybrid,high,no
cds_AET75393_A/pintail/Alberta/232/1992_1992/08/24_HA_HA_3_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AET75393_A/pintail/Alberta/232/1992_1992/08/24_HA_HA_3,pb,44.697624000000005,hybrid_high_0,hybrid,high,no
cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1_cds_CAA24269_A/Aichi/2/1968_1968//_HA_HA_3,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_CAA24269_A/Aichi/2/1968_1968//_HA_HA_3,pb,45.02615000000001,hybrid_high_0,hybrid,high,no
cds_ABB96341_A/Memphis/18/1978_1978//_HA_HA_3_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ABB96341_A/Memphis/18/1978_1978//_HA_HA_3,pb,45.166009,hybrid_high_0,hybrid,high,no
cds_ABB04283_A/Hong_Kong/46/1980_1980//_HA_HA_3_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ABB04283_A/Hong_Kong/46/1980_1980//_HA_HA_3,pb,45.238359,hybrid_high_0,hybrid,high,no
cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3,pb,45.409304000000006,hybrid_high_0,hybrid,high,no
cds_ANM98799_A/California/25/2016_2016/01/16_HA_HA_3_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ANM98799_A/California/25/2016_2016/01/16_HA_HA_3,pb,46.068298000000006,hybrid_high_0,hybrid,high,no
